Position,Const,Created,Modified,Description,Title,Original Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors,Your Rating,Date Rated
795,tt0049408,2020-04-21,2020-04-21,,"Il re ed io","The King and I",https://www.imdb.com/title/tt0049408/,Film,7.4,133,1956,"Biografico, Drammatico, Musical, Sentimentale",29300,1957-01-10,"Walter Lang",,
796,tt0274558,2020-04-21,2020-04-21,,"The Hours","The Hours",https://www.imdb.com/title/tt0274558/,Film,7.5,114,2002,"Drammatico, Sentimentale",146184,2003-03-07,"Stephen Daldry",,
797,tt8351646,2020-05-11,2020-05-11,,"5 è il numero perfetto","5 è il numero perfetto",https://www.imdb.com/title/tt8351646/,Film,5.9,100,2019,"Poliziesco, Drammatico, Thriller",1572,2019-10-23,"Igor Tuveri",,
798,tt7188002,2020-05-11,2020-05-11,,"Capri-Revolution","Capri-Revolution",https://www.imdb.com/title/tt7188002/,Film,6.1,122,2018,"Drammatico, Storico",1082,2018-12-20,"Mario Martone",,
799,tt7247524,2020-05-11,2020-05-11,,"Il vizio della speranza","Il vizio della speranza",https://www.imdb.com/title/tt7247524/,Film,6.4,96,2018,"Drammatico",671,2018-11-22,"Edoardo De Angelis",,
800,tt0200071,2020-05-12,2020-05-12,,"Rosetta","Rosetta",https://www.imdb.com/title/tt0200071/,Film,7.4,95,1999,"Drammatico",16913,1999-12-03,"Jean-Pierre Dardenne, Luc Dardenne",,
801,tt0067893,2020-05-12,2020-05-12,,"Strada a doppia corsia","Two-Lane Blacktop",https://www.imdb.com/title/tt0067893/,Film,7.2,102,1971,"Drammatico",14312,1971-07-23,"Monte Hellman",,
802,tt0120449,2020-05-12,2020-05-12,,"La vita sognata degli angeli","La vie rêvée des anges",https://www.imdb.com/title/tt0120449/,Film,7.4,113,1998,"Drammatico",8008,1998-11-06,"Erick Zonca",,
803,tt0184115,2020-05-12,2020-05-12,,"Il piccolo ladro","Le petit voleur",https://www.imdb.com/title/tt0184115/,Film,6.9,100,1999,"Poliziesco, Drammatico",733,2000-05-05,"Erick Zonca",,
804,tt0167863,2020-05-13,2020-05-13,,"D'amore si vive","D'amore si vive",https://www.imdb.com/title/tt0167863/,Film,7.7,93,1983,"Documentario",229,1983-12,"Silvano Agosti",,
805,tt0118635,2020-05-14,2020-05-14,,"Aprile","Aprile",https://www.imdb.com/title/tt0118635/,Film,7.0,78,1998,"Biografico, Commedia",3843,1998-03-27,"Nanni Moretti",,
806,tt0429727,2020-05-14,2020-05-14,,"Il caimano","Il caimano",https://www.imdb.com/title/tt0429727/,Film,6.7,112,2006,"Commedia, Drammatico, Sentimentale",5504,2006-03-24,"Nanni Moretti",,
807,tt0076207,2020-05-14,2020-05-14,,"Io sono un autarchico","Io sono un autarchico",https://www.imdb.com/title/tt0076207/,Film,6.3,95,1976,"Commedia",1087,1978-01-25,"Nanni Moretti",,
808,tt0102693,2020-05-14,2020-05-14,,"Il portaborse","Il portaborse",https://www.imdb.com/title/tt0102693/,Film,7.0,95,1991,"Commedia, Drammatico",928,1991-04-05,"Daniele Luchetti",,
809,tt0079766,2020-09-25,2020-09-25,,"Quadrophenia","Quadrophenia",https://www.imdb.com/title/tt0079766/,Film,7.2,120,1979,"Drammatico, Musica",22273,2014-12-10,"Franc Roddam",,
810,tt1313113,2020-09-25,2020-09-25,,"The Firm","The Firm",https://www.imdb.com/title/tt1313113/,Film,5.8,90,2009,"Commedia, Drammatico, Giallo, Thriller",6865,2009-09-18,"Nick Love",,
811,tt0385705,2020-09-25,2020-09-25,,"The Football Factory","The Football Factory",https://www.imdb.com/title/tt0385705/,Film,6.7,91,2004,"Poliziesco, Drammatico, Sportivo",34401,2004-05-14,"Nick Love",,
812,tt2952634,2020-10-13,2020-10-13,,"Che strano chiamarsi Federico","Che strano chiamarsi Federico",https://www.imdb.com/title/tt2952634/,Film,7.0,90,2013,"Biografico",784,2013-09-12,"Ettore Scola",,
813,tt0078012,2020-10-13,2020-10-13,,"I nuovi mostri","I nuovi mostri",https://www.imdb.com/title/tt0078012/,Film,7.0,115,1977,"Commedia",2386,1977-12-22,"Mario Monicelli, Dino Risi, Ettore Scola",,
814,tt0084516,2020-10-23,2020-10-23,,"Poltergeist - Demoniache presenze","Poltergeist",https://www.imdb.com/title/tt0084516/,Film,7.3,114,1982,"Horror, Thriller",193250,1982-09-10,"Tobe Hooper",,
815,tt9606374,2020-10-23,2020-10-23,,"On the Rocks","On the Rocks",https://www.imdb.com/title/tt9606374/,Film,6.4,96,2020,"Commedia, Drammatico, Sentimentale",39376,2020-10-23,"Sofia Coppola",,
816,tt0072271,2020-10-26,2020-10-26,,"Non aprite quella porta","The Texas Chain Saw Massacre",https://www.imdb.com/title/tt0072271/,Film,7.4,83,1974,"Horror",209059,1975-06-14,"Tobe Hooper",,
817,tt0075005,2020-10-26,2020-10-26,,"Il presagio","The Omen",https://www.imdb.com/title/tt0075005/,Film,7.5,111,1976,"Horror, Giallo",144995,1976-09-30,"Richard Donner",,
818,tt3666024,2020-10-26,2020-10-26,,"La tartaruga rossa","La tortue rouge",https://www.imdb.com/title/tt3666024/,Film,7.5,80,2016,"Animazione, Drammatico, Per famiglie, Fantastico, Sentimentale",41501,2017-03-27,"Michael Dudok de Wit",,
819,tt0062861,2020-10-29,2020-10-29,,"Diabolik","Diabolik",https://www.imdb.com/title/tt0062861/,Film,6.5,105,1968,"Azione, Commedia, Poliziesco",7881,1968-01-26,"Mario Bava",,
820,tt1433528,2020-11-03,2020-11-03,,"L'enfer d'Henri-Georges Clouzot","L'enfer d'Henri-Georges Clouzot",https://www.imdb.com/title/tt1433528/,Film,7.4,100,2009,"Documentario",2085,2009-11-11,"Serge Bromberg, Ruxandra Medrea",,
821,tt0075221,2020-11-07,2020-11-07,,"Signore e signori, buonanotte","Signore e signori, buonanotte",https://www.imdb.com/title/tt0075221/,Film,6.6,105,1976,"Commedia",995,1976-10-28,"Luigi Comencini, Nanni Loy, Luigi Magni, Mario Monicelli, Ettore Scola, Leonardo Benvenuti, Piero De Bernardi, Agenore Incrocci, Ruggero Maccari, Ugo Pirro, Furio Scarpelli",,
822,tt0100835,2020-11-18,2020-11-18,,"Ultrà","Ultrà",https://www.imdb.com/title/tt0100835/,Film,6.5,95,1991,"Drammatico, Sportivo",998,1991-03-01,"Ricky Tognazzi",,
823,tt10199590,2020-12-08,2020-12-08,,"I miserabili","Les misérables",https://www.imdb.com/title/tt10199590/,Film,7.6,104,2019,"Poliziesco, Drammatico, Thriller",30247,2020-05-18,"Ladj Ly",,
824,tt8478554,2020-12-09,2020-12-09,,"Volevo nascondermi","Volevo nascondermi",https://www.imdb.com/title/tt8478554/,Film,7.0,120,2020,"Biografico, Drammatico",1917,2020-03-04,"Giorgio Diritti",,
825,tt2125435,2021-01-04,2021-01-04,,"Re della terra selvaggia","Beasts of the Southern Wild",https://www.imdb.com/title/tt2125435/,Film,7.2,93,2012,"Avventura, Drammatico, Fantastico",86568,2013-02-07,"Benh Zeitlin",,
826,tt1239426,2021-01-15,2021-01-15,,"Stilyagi","Stilyagi",https://www.imdb.com/title/tt1239426/,Film,7.1,130,2008,"Drammatico, Musical, Sentimentale",5607,2008-12-25,"Valeriy Todorovskiy",,
827,tt0274309,2021-01-16,2021-01-16,,"24 Hour Party People","24 Hour Party People",https://www.imdb.com/title/tt0274309/,Film,7.3,117,2002,"Biografico, Commedia, Drammatico, Musica",41451,2002-04-05,"Michael Winterbottom",,
828,tt0188674,2021-01-16,2021-01-16,,"Human Traffic","Human Traffic",https://www.imdb.com/title/tt0188674/,Film,7.1,99,1999,"Commedia, Musica",29048,2000-03-10,"Justin Kerrigan",,
829,tt0091954,2021-01-16,2021-01-16,,"Sid e Nancy","Sid and Nancy",https://www.imdb.com/title/tt0091954/,Film,7.0,112,1986,"Biografico, Drammatico, Musica, Sentimentale",36623,1987-06-19,"Alex Cox",,
830,tt1297919,2021-01-25,2021-01-25,,"Blitz","Blitz",https://www.imdb.com/title/tt1297919/,Film,6.1,97,2011,"Azione, Avventura, Poliziesco, Giallo, Thriller",95783,2011-05-20,"Elliott Lester",,
831,tt2582496,2021-01-25,2021-01-25,,"Quel fantastico peggior anno della mia vita","Me and Earl and the Dying Girl",https://www.imdb.com/title/tt2582496/,Film,7.7,105,2015,"Commedia, Drammatico",143874,2015-12-10,"Alfonso Gomez-Rejon",,
832,tt3544112,2021-01-25,2021-01-25,,"Sing Street","Sing Street",https://www.imdb.com/title/tt3544112/,Film,7.9,106,2016,"Commedia, Drammatico, Musica, Sentimentale",106766,2016-11-09,"John Carney",,
833,tt0073812,2021-01-25,2021-01-25,,"Tommy","Tommy",https://www.imdb.com/title/tt0073812/,Film,6.6,111,1975,"Drammatico, Musical",24147,1975-03-26,"Ken Russell",,
834,tt0122689,2021-01-25,2021-01-25,,"The Rolling Stones Rock and Roll Circus","The Rolling Stones Rock and Roll Circus",https://www.imdb.com/title/tt0122689/,Film,7.6,65,1996,"Documentario, Musica",2499,1996-10-12,"Michael Lindsay-Hogg",,
835,tt0445922,2021-01-30,2021-01-30,,"Across the Universe","Across the Universe",https://www.imdb.com/title/tt0445922/,Film,7.3,133,2007,"Drammatico, Fantastico, Storico, Musica, Musical, Sentimentale",117227,2007-11-23,"Julie Taymor",,
836,tt1113829,2021-01-30,2021-01-30,,"George Harrison: Living in the Material World","George Harrison: Living in the Material World",https://www.imdb.com/title/tt1113829/,Film,8.1,208,2011,"Documentario, Biografico, Musica",13306,2012-04-19,"Martin Scorsese",,
837,tt1183276,2021-01-30,2021-01-30,,"The Horde","La horde",https://www.imdb.com/title/tt1183276/,Film,5.9,90,2009,"Azione, Horror",17037,2010-08-27,"Yannick Dahan, Benjamin Rocher",,
838,tt1210166,2021-01-30,2021-01-30,,"L'arte di vincere","Moneyball",https://www.imdb.com/title/tt1210166/,Film,7.6,133,2011,"Biografico, Drammatico, Sportivo",502060,2012-01-27,"Bennett Miller",,
839,tt9694312,2021-01-31,2021-01-31,,"Stardust - David prima di Bowie","Stardust",https://www.imdb.com/title/tt9694312/,Film,4.5,109,2020,"Biografico, Drammatico, Musica",2432,2020-11-27,"Gabriel Range",,
840,tt10612922,2021-02-03,2021-02-03,,"Quella notte a Miami...","One Night in Miami...",https://www.imdb.com/title/tt10612922/,Film,7.1,114,2020,"Drammatico",35646,2021-01-08,"Regina King",,
841,tt9172422,2021-02-03,2021-02-03,,"La belle époque","La belle époque",https://www.imdb.com/title/tt9172422/,Film,7.4,115,2019,"Commedia, Drammatico, Fantastico, Sentimentale",21624,2019-11-07,"Nicolas Bedos",,
842,tt0085213,2021-02-14,2021-02-14,,"Ballando ballando","Le Bal",https://www.imdb.com/title/tt0085213/,Film,7.6,112,1983,"Storico, Musical",3267,1984-02-17,"Ettore Scola",,
843,tt0056119,2021-02-28,2021-02-28,,"La jetée","La jetée",https://www.imdb.com/title/tt0056119/,Corto,8.2,28,1962,"Cortometraggio, Drammatico, Sentimentale, Fantascienza",39498,1962-02-16,"Chris Marker",,
844,tt0088247,2021-03-16,2021-03-16,,"Terminator","The Terminator",https://www.imdb.com/title/tt0088247/,Film,8.1,107,1984,"Azione, Avventura, Fantascienza",992435,1985-01-11,"James Cameron",,
845,tt3892172,2021-03-16,2021-03-16,,"Senza lasciare traccia","Leave No Trace",https://www.imdb.com/title/tt3892172/,Film,7.1,109,2018,"Avventura, Drammatico",69832,2018-11-08,"Debra Granik",,
846,tt2479800,2021-03-17,2021-03-17,,"Palo Alto","Palo Alto",https://www.imdb.com/title/tt2479800/,Film,6.1,100,2013,"Drammatico",33301,2014-05-09,"Gia Coppola",,
847,tt0070506,2021-03-21,2021-03-21,,"Pane e cioccolata","Pane e cioccolata",https://www.imdb.com/title/tt0070506/,Film,7.4,116,1974,"Commedia, Drammatico",2127,1974-01-18,"Franco Brusati",,
848,tt0067565,2021-03-21,2021-03-21,,"Per grazia ricevuta","Per grazia ricevuta",https://www.imdb.com/title/tt0067565/,Film,7.1,122,1971,"Commedia",646,1971-03-19,"Nino Manfredi",,
849,tt1137436,2021-03-25,2021-03-25,,"Awaydays","Awaydays",https://www.imdb.com/title/tt1137436/,Film,5.7,105,2009,"Poliziesco, Drammatico",3920,2009-05-22,"Pat Holden",,
850,tt0097841,2021-03-28,2021-03-28,,"Marrakech Express","Marrakech Express",https://www.imdb.com/title/tt0097841/,Film,7.3,110,1989,"Avventura, Commedia",2560,1989-04-30,"Gabriele Salvatores",,
851,tt1356864,2021-06-02,2021-06-02,,"Joaquin Phoenix - Io sono qui!","I'm Still Here",https://www.imdb.com/title/tt1356864/,Film,6.1,108,2010,"Commedia, Drammatico, Musica",24822,2010-09-16,"Casey Affleck",,
852,tt6432466,2021-07-19,2021-07-19,,"Girl power - La rivoluzione comincia a scuola","Moxie",https://www.imdb.com/title/tt6432466/,Film,6.7,111,2021,"Commedia, Drammatico",30418,2021-03-03,"Amy Poehler",,
853,tt0388473,2021-10-24,2021-10-24,,"Tokyo Godfathers","Tôkyô goddofâzâzu",https://www.imdb.com/title/tt0388473/,Film,7.8,92,2003,"Animazione, Avventura, Commedia, Drammatico",54020,2005-02-04,"Satoshi Kon, Shôgo Furuya",,
854,tt1600196,2021-11-09,2021-11-09,,"Chi è senza colpa","The Drop",https://www.imdb.com/title/tt1600196/,Film,7.0,106,2014,"Poliziesco, Drammatico, Giallo, Thriller",169034,2015-03-19,"Michaël R. Roskam",,
855,tt1206543,2021-11-09,2021-11-09,,"Il fuoco della vendetta - Out of the Furnace","Out of the Furnace",https://www.imdb.com/title/tt1206543/,Film,6.7,116,2013,"Poliziesco, Drammatico, Thriller",131180,2014-08-27,"Scott Cooper",,
856,tt0291350,2021-11-14,2021-11-14,,"Millennium Actress","Sennen joyû",https://www.imdb.com/title/tt0291350/,Film,7.8,87,2001,"Animazione, Drammatico, Fantastico, Sentimentale",35966,2009,"Satoshi Kon",,
857,tt15090124,2022-01-08,2022-01-08,,"Mad God","Mad God",https://www.imdb.com/title/tt15090124/,Film,6.8,83,2021,"Animazione, Fantastico, Horror, Fantascienza",19932,2022-06-16,"Phil Tippett",,
858,tt0070464,2022-01-09,2022-01-09,,"O Lucky Man!","O Lucky Man!",https://www.imdb.com/title/tt0070464/,Film,7.6,178,1973,"Commedia, Drammatico, Fantastico, Musica",9228,1973-09-20,"Lindsay Anderson",,
859,tt0063850,2022-01-09,2022-01-09,,"Se....","If....",https://www.imdb.com/title/tt0063850/,Film,7.4,111,1968,"Poliziesco, Drammatico",26319,1969-10-09,"Lindsay Anderson",,
860,tt9620288,2022-01-15,2022-01-15,,"Una famiglia vincente - King Richard","King Richard",https://www.imdb.com/title/tt9620288/,Film,7.5,144,2021,"Biografico, Drammatico, Sportivo",168345,2022-01-13,"Reinaldo Marcus Green",,
861,tt8721424,2022-01-15,2022-01-15,,"tick, tick... Boom!","Tick, Tick... Boom!",https://www.imdb.com/title/tt8721424/,Film,7.5,115,2021,"Biografico, Commedia, Drammatico, Musical",127476,2021-11-19,"Lin-Manuel Miranda",,
862,tt4244994,2022-01-15,2022-01-15,,"The Last Duel","The Last Duel",https://www.imdb.com/title/tt4244994/,Film,7.3,152,2021,"Drammatico, Storico, Thriller",203167,2021-10-14,"Ridley Scott",,
863,tt10366460,2022-01-15,2022-01-15,,"CODA - I segni del cuore","CODA",https://www.imdb.com/title/tt10366460/,Film,8.0,111,2021,"Commedia, Drammatico, Musica",203105,2021-08-13,"Sian Heder",,
864,tt9100054,2022-01-15,2022-01-15,,"La figlia oscura","The Lost Daughter",https://www.imdb.com/title/tt9100054/,Film,6.7,121,2021,"Drammatico",80454,2022-04-07,"Maggie Gyllenhaal",,
865,tt9381682,2022-01-15,2022-01-15,,"Diabolik","Diabolik",https://www.imdb.com/title/tt9381682/,Film,5.9,134,2021,"Azione, Poliziesco, Giallo, Thriller",4542,2021-12-16,"Antonio Manetti, Marco Manetti",,
866,tt4995540,2022-01-15,2022-01-15,,"A proposito dei Ricardo","Being the Ricardos",https://www.imdb.com/title/tt4995540/,Film,6.5,131,2021,"Biografico, Drammatico",46784,2021-12-21,"Aaron Sorkin",,
867,tt12618926,2022-01-15,2022-01-15,,"Madres paralelas","Madres paralelas",https://www.imdb.com/title/tt12618926/,Film,7.1,123,2021,"Drammatico",39800,2021-10-28,"Pedro Almodóvar",,
868,tt13113298,2022-01-15,2022-01-15,,"Mondocane","Mondocane",https://www.imdb.com/title/tt13113298/,Film,6.1,116,2021,"Azione, Drammatico, Fantascienza",857,2021-09-03,"Alessandro Celli",,
869,tt14562758,2022-01-15,2022-01-15,,"Lovely Boy","Lovely Boy",https://www.imdb.com/title/tt14562758/,Film,5.8,105,2021,"Drammatico, Musica",324,2021-09-13,"Francesco Lettieri",,
870,tt0091251,2022-01-16,2022-01-16,,"Va' e vedi","Idi i smotri",https://www.imdb.com/title/tt0091251/,Film,8.3,142,1985,"Drammatico, Thriller, Guerra",119927,1985-09-03,"Elem Klimov",,
871,tt3420504,2022-01-16,2022-01-16,,"Finch","Finch",https://www.imdb.com/title/tt3420504/,Film,6.9,115,2021,"Avventura, Drammatico, Fantascienza",109565,2021-11-05,"Miguel Sapochnik",,
872,tt0100454,2022-02-01,2022-02-01,,"Ragazzi fuori","Ragazzi fuori",https://www.imdb.com/title/tt0100454/,Film,6.9,110,1990,"Drammatico",676,1990-09-14,"Marco Risi",,
873,tt0097870,2022-02-01,2022-02-01,,"Mery per sempre","Mery per sempre",https://www.imdb.com/title/tt0097870/,Film,7.4,102,1989,"Drammatico, Poliziesco",1348,1989-05-04,"Marco Risi",,
874,tt0100935,2022-02-01,2022-02-01,,"Cuore selvaggio","Wild at Heart",https://www.imdb.com/title/tt0100935/,Film,7.2,125,1990,"Poliziesco, Drammatico, Thriller",111198,1990-10-26,"David Lynch",,
875,tt0070554,2022-02-02,2022-02-02,,"Polvere di stelle","Polvere di stelle",https://www.imdb.com/title/tt0070554/,Film,6.5,142,1973,"Commedia, Musical",514,1982-11-03,"Alberto Sordi",,
876,tt0060708,2022-02-04,2022-02-04,,"Modesty Blaise: La bellissima che uccide","Modesty Blaise",https://www.imdb.com/title/tt0060708/,Film,5.0,119,1966,"Azione, Avventura, Commedia, Poliziesco, Musical",3462,1966-09-22,"Joseph Losey",,
877,tt0063485,2022-02-04,2022-02-04,,"La ragazza con la pistola","La ragazza con la pistola",https://www.imdb.com/title/tt0063485/,Film,6.7,103,1968,"Commedia, Drammatico, Sentimentale, Thriller",1930,1968-09-20,"Mario Monicelli",,
878,tt0064020,2022-02-04,2022-02-04,,"Amore mio aiutami","Amore mio aiutami",https://www.imdb.com/title/tt0064020/,Film,6.5,124,1969,"Commedia, Drammatico, Sentimentale",559,1969-10-03,"Alberto Sordi",,
879,tt0084150,2022-02-04,2022-02-04,,"Io so che tu sai che io so","Lo so che tu sai che io so",https://www.imdb.com/title/tt0084150/,Film,6.7,112,1982,"Commedia, Drammatico",613,1983-06-08,"Alberto Sordi",,
880,tt0143945,2022-02-04,2022-02-04,,"La Tosca","La Tosca",https://www.imdb.com/title/tt0143945/,Film,6.8,104,1973,"Drammatico, Musical",213,1973-03-23,"Luigi Magni",,
881,tt0093010,2022-02-21,2022-02-21,,"Attrazione fatale","Fatal Attraction",https://www.imdb.com/title/tt0093010/,Film,6.9,119,1987,"Drammatico, Thriller",109804,1988-01-29,"Adrian Lyne",,
882,tt0091635,2022-02-21,2022-02-21,,"9 settimane e 1/2","Nine 1/2 Weeks",https://www.imdb.com/title/tt0091635/,Film,5.9,117,1986,"Drammatico, Sentimentale",46525,1986-02-14,"Adrian Lyne",,
883,tt1125849,2022-02-21,2022-02-21,,"The Wrestler","The Wrestler",https://www.imdb.com/title/tt1125849/,Film,7.9,109,2008,"Drammatico, Sportivo",329706,2009-03-06,"Darren Aronofsky",,
884,tt0266308,2022-05-11,2022-05-11,,"Battle Royale","Batoru rowaiaru",https://www.imdb.com/title/tt0266308/,Film,7.5,114,2000,"Azione, Drammatico, Thriller",205576,2017-11-02,"Kinji Fukasaku",,
885,tt0066026,2022-06-22,2022-06-22,,"M*A*S*H","MASH",https://www.imdb.com/title/tt0066026/,Film,7.3,116,1970,"Commedia, Drammatico, Guerra",81849,1970-05-16,"Robert Altman",,
886,tt0105151,2022-06-22,2022-06-22,,"I protagonisti","The Player",https://www.imdb.com/title/tt0105151/,Film,7.5,124,1992,"Commedia, Poliziesco, Drammatico, Thriller",71399,1992-11-14,"Robert Altman",,
887,tt0074254,2022-06-22,2022-06-22,,"Buffalo Bill e gli indiani","Buffalo Bill and the Indians or Sitting Bull's History Lesson",https://www.imdb.com/title/tt0074254/,Film,6.1,123,1976,"Commedia, Drammatico, Western",5813,1976-11-05,"Robert Altman",,
888,tt0280707,2022-06-22,2022-06-22,,"Gosford Park","Gosford Park",https://www.imdb.com/title/tt0280707/,Film,7.2,137,2001,"Commedia, Drammatico, Giallo",101167,2002-03-08,"Robert Altman",,
889,tt0113568,2022-11-12,2022-11-12,,"Ghost in the Shell","Kôkaku kidôtai",https://www.imdb.com/title/tt0113568/,Film,7.9,83,1995,"Animazione, Azione, Poliziesco, Drammatico, Giallo, Fantascienza, Thriller",171036,1995-11-18,"Mamoru Oshii",,
890,tt0193253,2022-11-12,2022-11-12,,"Jin-Roh - Uomini e lupi","Jin-Rô",https://www.imdb.com/title/tt0193253/,Film,7.3,102,1999,"Animazione, Drammatico, Fantascienza, Thriller",20680,1999-11-17,"Hiroyuki Okiura",,
891,tt0018192,2022-11-21,2022-11-21,,"Napoleone","Napoléon vu par Abel Gance",https://www.imdb.com/title/tt0018192/,Film,8.2,330,1927,"Biografico, Drammatico, Storico, Guerra",9678,1927-04-07,"Abel Gance",,
892,tt10954984,2022-11-23,2022-11-23,,"Nope","Nope",https://www.imdb.com/title/tt10954984/,Film,6.8,130,2022,"Horror, Giallo, Fantascienza, Thriller",311120,2022-08-11,"Jordan Peele",,
893,tt0780536,2022-11-23,2022-11-23,,"In Bruges - La coscienza dell'assassino","In Bruges",https://www.imdb.com/title/tt0780536/,Film,7.9,107,2008,"Commedia, Poliziesco, Drammatico, Thriller",489006,2008-05-16,"Martin McDonagh",,
894,tt12477480,2022-11-23,2022-11-23,,"Decision to Leave","Heojil kyolshim",https://www.imdb.com/title/tt12477480/,Film,7.3,139,2022,"Poliziesco, Drammatico, Giallo, Sentimentale, Thriller",66706,2023-02-02,"Park Chan-wook",,
895,tt7322224,2022-11-23,2022-11-23,,"Triangle of Sadness","Triangle of Sadness",https://www.imdb.com/title/tt7322224/,Film,7.2,147,2022,"Commedia, Drammatico",212116,2022-10-27,"Ruben Östlund",,
896,tt1931533,2022-11-23,2022-11-23,,"7 psicopatici","Seven Psychopaths",https://www.imdb.com/title/tt1931533/,Film,7.1,110,2012,"Commedia, Poliziesco",285930,2012-11-15,"Martin McDonagh",,
